address,city_name,cleanliness,comment_count,distance_tip,district_name,fangdong_house_count,fangdong_id,fangdong_nick_name,fangdong_tags,fangdong_tel,fangwu_src,favorite_count,house_decoration,house_id,house_in,house_jishi,house_mianji,house_out,house_ren_count,house_type,latitude,longitude,name,overall,price,services,source,traffic,unit_infor
万达盛景苑小区,济南,5.0,29,近大明湖/泉城广场/趵突泉,市中区,,179765,泉城热宿,"个人房东,超赞房东,实名验证",155EfZY2600,https://www.tujia.com/detail/5247566.htm,379,4.9,5247566,14:00后入住,2室1厅 1卫1厨,78㎡,12:00前退房,宜住4人,整套普通公寓,36.670909,117.012539,暖气房矿主的家里有矿|市中心万达两居,5.0,278,5.0,tujia,5.0,距大明湖/泉城广场/趵突泉直线1.5公里
绿城兰悦(文化东路与燕子山路交叉口西南角),济南,5.0,5,近山师/山大/洪楼,历下区,,4714291,风花雪月之精品民宿,"个人房东,超赞房东,实名验证",155AkCL5952,https://www.tujia.com/detail/15851431.htm,142,4.8,15851431,14:00后入住,2室1厅 1卫1厨,65㎡,12:00前退房,宜住4人,整套酒店式公寓,36.660055,117.070843,风花雪月市中美式复古家庭四人100寸投影,4.9,259,5.0,tujia,4.6,距山师/山大/洪楼直线2.2公里
北园大街,济南,0.0,0,近北园,历城区,,8163233,铂爵公馆(济南荣盛时代广场店),"商户经营,实名验证",0531Dlpd3199,https://www.tujia.com/detail/24715174.htm,,0.0,24715174,14:00后入住,1室0厅 1卫0厨,54㎡,12:00前退房,宜住4人,整套普通公寓,36.709022,117.067859,北园商圈豪华家庭套房,0.0,300,0.0,tujia,0.0,距北园直线1.9公里
47号诚基中心B8诚基中心公寓,济南,4.3,6,近山师/山大/洪楼,历下区,,97623,泉城广场芙蓉街服装设计师的家,"个人房东,实名验证",183DRqt7673,https://www.tujia.com/detail/296557.htm,256,4.3,296557,14:00后入住,1室1厅 1卫1厨,50㎡,12:00前退房,宜住2人,整套普通公寓,36.66776,117.054971,千佛山景区北欧风自由音乐人之家,4.5,198,4.8,tujia,4.3,距山师/山大/洪楼直线1.7公里
北刘新区,济南,0.0,0,近火车站,天桥区,,2148442,考拉民宿,"个人房东,超赞房东,实名验证",132AIOn4555,https://www.tujia.com/detail/18445519.htm,33,0.0,18445519,14:00后入住,2室1厅 1卫1厨,70㎡,12:00前退房,宜住4人（可加2人）,整套普通公寓,36.679782,117.012287,考拉十五近大明湖火车站INS风温馨两居室,0.0,200,0.0,tujia,0.0,距火车站直线1.8公里
绿城兰悦(文化东路与燕子山路交叉口西南角),济南,5.0,4,近山师/山大/洪楼,历下区,,4714291,风花雪月之精品民宿,"个人房东,超赞房东,实名验证",155AkCL5952,https://www.tujia.com/detail/18349535.htm,51,5.0,18349535,14:00后入住,2室1厅 1卫1厨,65㎡,12:00前退房,宜住4人（可加1人）,整套酒店式公寓,36.660055,117.070843,风花雪月极简欧式两床可住四人居家智能投影,5.0,233,5.0,tujia,5.0,距山师/山大/洪楼直线2.2公里
饮虎池(回民小区29号楼),济南,4.8,19,近大明湖/泉城广场/趵突泉,市中区,,1860105,大自然的美容师,"个人房东,超赞房东,实名验证",155CUrZ3173,https://www.tujia.com/detail/9811740.htm,182,4.7,9811740,15:00后入住,1室1厅 1卫1厨,50㎡,12:00前退房,宜住2人（可加1人）,整套普通公寓,36.665883141386,117.02004893345364,🏆【安心住】钰见趵突泉旁港风一居,4.8,228,4.9,tujia,4.7,距大明湖/泉城广场/趵突泉直线765米
魏家庄街道万达盛景苑,济南,4.9,17,近大明湖/泉城广场/趵突泉,市中区,,5451160,路客精品民宿BJ0340,商户经营,400DxKc270,https://www.tujia.com/detail/14392981.htm,156,4.8,14392981,15:00后入住,2室1厅 1卫1厨,67㎡,12:00前退房,宜住4人,整套普通公寓,36.66985706600705,117.01215347628664,【路客】初夏特惠{室内的竹}大明,4.8,1344,4.8,tujia,4.9,距大明湖/泉城广场/趵突泉直线1.5公里
无影山中路(艾特公寓),济南,4.0,5,近火车站,槐荫区,,1653486,济南蓝调国际公寓,"个人房东,实名验证",158EFuB4666,https://www.tujia.com/detail/10532110.htm,114,4.2,10532110,14:00后入住,1室0厅 1卫0厨,50㎡,12:00前退房,宜住2人,整套酒店式公寓,36.6878448353908,116.95699686970828,济南蓝调精品公寓豪华欧式主题房,4.2,115,4.2,tujia,4.2,距火车站直线3.3公里
无影山重汽翡翠郡小区南区,济南,4.6,72,近火车站,天桥区,,21330,济南我爱我家公寓,"个人房东,实名验证",186AMqV0758,https://www.tujia.com/detail/76828.htm,839,4.5,76828,14:00后入住,1室0厅 1卫1厨,57㎡,12:00前退房,宜住2人,整套普通公寓,36.690631,116.991787,🥇【已消毒】济南我爱我家公寓豪华大床房,4.6,128,4.7,tujia,4.7,距火车站直线1.4公里
明湖西路明湖广场,济南,0.0,0,近火车站,天桥区,,9687224,享爱520情侣电影酒店(济南大明湖店),"商户经营,实名验证",0531Eiyh8520,https://www.tujia.com/detail/30537368.htm,,0.0,30537368,14:00后入住,1室0厅 1卫0厨,38㎡,12:00前退房,宜住2人,整套普通公寓,36.6810746174163,117.013203599332,火车站/长途汽车站商圈特惠主题房,0.0,258,0.0,tujia,0.0,距火车站直线1.9公里
 经一路30号(明湖西路，经一路与纬一路交汇处，馆驿街西头),济南,5.0,1,近火车站,天桥区,,4725057,City漫游／爱住,"商户经营,超赞房东",155EsuO8000,https://www.tujia.com/detail/14107885.htm,38,5.0,14107885,14:00后入住,1室0厅 1卫1厨,50㎡,12:00前退房,宜住2人,整套酒店式公寓,36.67507283897678,117.00618857471486,【爱住】《I love you》大明湖,5.0,250,5.0,tujia,5.0,距火车站直线1.3公里
 未来城-南门(未来城2号公寓),济南,5.0,4,近高新区/奥体中心,历下区,,1850879,【小贝喔】美宿,"个人房东,超赞房东,实名验证",185Alev7826,https://www.tujia.com/detail/6613637.htm,57,5.0,6613637,14:00后入住,1室0厅 1卫0厨,65㎡,12:00前退房,宜住2人（可加2人）,整套酒店式公寓,36.69220430843144,117.14033348357864,【小贝喔】7 高新万达会展奥体中心双床房,5.0,175,5.0,tujia,5.0,距高新区/奥体中心直线903米
无影山重汽翡翠郡小区南区,济南,4.5,11,近火车站,天桥区,,21330,济南我爱我家公寓,"个人房东,实名验证",186AMqV0758,https://www.tujia.com/detail/4802541.htm,274,4.8,4802541,14:00后入住,1室0厅 1卫1厨,42㎡,12:00前退房,宜住2人,整套酒店式公寓,36.690631,116.991787,🥇【已消毒】翡翠郡北欧风文艺主题一居,4.7,196,4.9,tujia,4.6,距火车站直线1.4公里
北坦小区(织坊街5号楼),济南,4.8,30,近大明湖/泉城广场/趵突泉,天桥区,,5393494,肥猫家润,"个人房东,超赞房东,实名验证",186DKkX5984,https://www.tujia.com/detail/14509125.htm,143,4.8,14509125,14:00后入住,2室1厅 1卫1厨,70㎡,12:00前退房,宜住3人,整套普通公寓,36.679525914695475,117.01396399999993,『肥猫家润』日式•大明湖/芙蓉街/泉城路,4.8,280,4.9,tujia,4.8,距大明湖/泉城广场/趵突泉直线1.8公里
天桥堤口路大润发西邻（十一中对面）南益名泉春晓A1,济南,5.0,4,近火车站,天桥区,,87421,火车站爱巢主题公寓,"商户经营,超赞房东",187BCEb9582,https://www.tujia.com/detail/266891.htm,205,5.0,266891,14:00后入住,1室1厅 1卫0厨,70㎡,12:00前退房,宜住2人,整套Loft复式,36.681168,116.986777,【已消毒】大润发西名泉春晓爱巢主题公寓,5.0,146,5.0,tujia,5.0,距火车站直线530米
明湖西路,济南,0.0,0,近火车站,天桥区,,9951159,奈斯精品酒店(济南火车站店),"商户经营,实名验证",137EXdf0402,https://www.tujia.com/detail/34389195.htm,,0.0,34389195,14:00后入住,1室0厅 1卫0厨,34㎡,12:00前退房,宜住2人,整套普通公寓,36.675569,117.006671,大明湖/泉城广场商圈精选钢琴音乐大床房,0.0,282,0.0,tujia,0.0,距火车站直线1.4公里
聚隆广场,济南,5.0,1,近山师/山大/洪楼,历城区,,5880785,云☁️小树🍀,"个人房东,超赞房东,实名验证",183AWmi0808,https://www.tujia.com/detail/19474323.htm,7,5.0,19474323,14:00后入住,1室0厅 1卫0厨,30㎡,12:00前退房,宜住2人,整套普通公寓,36.6884429152919,117.07267999999993,【印象城洪楼不夜城-旅行必打卡】精装一居,5.0,199,5.0,tujia,5.0,距山师/山大/洪楼直线1.1公里
巴黎花园(明湖西路)(大明湖西北角),济南,5.0,16,近大明湖/泉城广场/趵突泉,天桥区,,97623,泉城广场芙蓉街服装设计师的家,"个人房东,实名验证",183DRqt7673,https://www.tujia.com/detail/14049925.htm,65,5.0,14049925,14:00后入住,3室1厅 2卫1厨,130㎡,12:00前退房,宜住6人,整套普通公寓,36.68302748059301,117.01762378236562,济南站 大明湖 趵突泉 简约温馨三居室,5.0,726,5.0,tujia,4.8,距大明湖/泉城广场/趵突泉直线2公里
北园大街全福街道华福维嘉公寓(荣盛时代广场西),济南,0.0,0,近北园,历城区,,6331396,轻程点击头像更多房源,商户经营,150BmBE8155,https://www.tujia.com/detail/17385901.htm,20,0.0,17385901,14:00后入住,2室1厅 1卫1厨,72㎡,12:00前退房,宜住4人,整套酒店式公寓,36.703658,117.062472,🥇【已消毒】邻荣盛洪家楼|总统套房,0.0,261,0.0,tujia,0.0,距北园直线1.9公里
运署街单位宿舍,济南,4.7,9,近大明湖/泉城广场/趵突泉,历下区,,4975209,爱上垚家,"个人房东,超赞房东,实名验证",131BUNN8191,https://www.tujia.com/detail/14326628.htm,336,4.7,14326628,14:00后入住,2室0厅 1卫1厨,58㎡,12:00前退房,宜住4人,整套普通公寓,36.67408243114977,117.04012606160165,【燕子居】—1泉城路&宽厚里&大明湖两居,4.8,338,4.9,tujia,4.9,距大明湖/泉城广场/趵突泉直线1.3公里
凤天路,济南,5.0,11,近高新区/奥体中心,历城区,,1870983,汉峪金谷精品公寓,"个人房东,实名验证",186ErWp6791,https://www.tujia.com/detail/6511080.htm,100,5.0,6511080,14:00后入住,1室0厅 1卫0厨,60㎡,12:00前退房,宜住2人,整套酒店式公寓,36.666534,117.155936,软件园/奥体中心/汉峪金谷_公寓大床房,5.0,238,5.0,tujia,4.8,距高新区/奥体中心直线3.7公里
绿城兰悦,济南,0.0,0,近山师/山大/洪楼,历下区,,6329723,时艺雅居,"个人房东,实名验证",186Doyh8110,https://www.tujia.com/detail/18225523.htm,22,0.0,18225523,14:00后入住,1室0厅 1卫0厨,42㎡,12:00前退房,宜住2人（可加1人）,整套普通公寓,36.66005491341585,117.07084299999993,【少年印象】简约舒适大床房｜文化东路｜山,0.0,258,0.0,tujia,0.0,距山师/山大/洪楼直线2.2公里
山东省济南市和谐佳苑一区(建设中),济南,0.0,0,近大观园/和谐广场商圈,槐荫区,,4120299,逍遥自在小魔女,"个人房东,实名验证",155CHgt2203,https://www.tujia.com/detail/39546018.htm,4,0.0,39546018,15:00-24:00,3室2厅 2卫1厨,135㎡,12:00前退房,宜住6人,整套普通公寓,36.65307346615097,116.9860352441838,近和谐连城商圈大三室两厅两卫轻奢风精装修,0.0,319,0.0,tujia,0.0,距大观园/和谐广场商圈直线1.2公里
万象城(万象城上),济南,5.0,1,近高新区/奥体中心,历下区,,6244659,万象城悦玺民宿,"商户经营,超赞房东,实名验证",180AuSi6227,https://www.tujia.com/detail/17065784.htm,54,5.0,17065784,14:00后入住,1室0厅 1卫0厨,48㎡,12:00前退房,宜住2人,整套酒店式公寓,36.666065,117.106066,【悦玺•罗曼蒂克】23奥体万象城省博,5.0,358,5.0,tujia,5.0,距高新区/奥体中心直线3.6公里
阳光新路欧亚大观B,济南,4.5,2,近大观园/和谐广场商圈,市中区,,8649040,济南唯爱酒店,"商户经营,实名验证",0531BFfZ3016,https://www.tujia.com/detail/26665703.htm,,4.5,26665703,14:00后入住,1室0厅 1卫0厨,70㎡,12:00前退房,宜住2人,整套普通公寓,36.639379,116.988715,大观园/和谐广场商圈豪华欧式大床房,4.5,292,4.5,tujia,4.5,距大观园/和谐广场商圈直线2.6公里
山东体育学院宿舍-北门(山东体育学院宿舍 院内最里侧 培训中心三楼(7号楼南侧)),济南,4.9,66,近大明湖/泉城广场/趵突泉,历下区,,4038497,泉城广场山师附近的温馨小窝,"个人房东,超赞房东,实名验证",133Buff7932,https://www.tujia.com/detail/9943417.htm,130,4.9,9943417,13:00后入住,1室0厅 1卫0厨,15㎡,12:00前退房,宜住2人,整套酒店式公寓,36.659601,117.043274,山师泉城广场简约风格温馨大床A,4.9,138,4.9,tujia,4.9,距大明湖/泉城广场/趵突泉直线1.6公里
润华经十路路南广场LOMO公馆,济南,4.0,1,近西客站,槐荫区,,6042933,乐梦精品公寓,"个人房东,实名验证",156CJfg1900,https://www.tujia.com/detail/16173690.htm,7,5.0,16173690,13:00后入住,1室0厅 1卫1厨,57㎡,12:00前退房,宜住2人,整套酒店式公寓,36.65658257925122,116.91574668546637,西站，三馆，会展中心，大床房，可做饭05,4.8,168,5.0,tujia,5.0,距西客站直线2.3公里
纬一路与经一路交叉口,济南,4.7,11,近火车站,天桥区,,4494813,田田的房,"个人房东,超赞房东,实名验证",166DgDz2520,https://www.tujia.com/detail/12968908.htm,131,4.8,12968908,14:00后入住,1室0厅 1卫0厨,50㎡,12:00前退房,宜住2人,整套普通公寓,36.67515131342093,117.00611372583607,【田田的房】《一生品爱》百寸投影摇椅大床,4.8,169,4.9,tujia,4.9,距火车站直线1.3公里
顺河西街济安新 ,济南,4.9,43,近大明湖/泉城广场/趵突泉,天桥区,,1369102,路客精品民宿BD5850,商户经营,400DxKc270,https://www.tujia.com/detail/2702021.htm,242,4.9,2702021,15:00后入住,2室1厅 1卫1厨,55㎡,12:00前退房,宜住4人,整套普通公寓,36.67989723465859,117.01472082871966,初夏特惠丨大明湖趵突泉欧式风情舒适两居,4.9,1071,5.0,tujia,4.9,距大明湖/泉城广场/趵突泉直线1.8公里
泺源大街-道路回民小区59号楼,济南,0.0,0,近大明湖/泉城广场/趵突泉,市中区,,6224772,城宿济南一店,商户经营,155AABB4195,https://www.tujia.com/detail/17029902.htm,14,0.0,17029902,15:00后入住,1室1厅 1卫1厨,40㎡,12:00前退房,宜住2人,整套石屋,36.664929,117.017835,【半熟芝士】步行趵突泉芙蓉街大明湖,0.0,319,0.0,tujia,0.0,距大明湖/泉城广场/趵突泉直线984米
济南木易雅居普通公寓恒大金碧新城店(济南市槐荫区东营路恒大金碧新城),济南,5.0,34,近西客站,槐荫区,,133738,木易雅居,"个人房东,超赞房东,实名验证",133BQpT9883,https://www.tujia.com/detail/373479.htm,229,5.0,373479,14:00后入住,3室2厅 1卫1厨,121㎡,12:00前退房,宜住7人,整套普通公寓,36.67981345016663,116.92936499222137,山东国际会展中心旁近济南西站方特温馨三居,5.0,458,5.0,tujia,4.9,距西客站直线2.7公里
七贤街道 九曲庄路(中海C3国际公馆),济南,5.0,3,,市中区,,6409243,薯愿,"个人房东,实名验证",130CSpf5338,https://www.tujia.com/detail/17551584.htm,61,5.0,17551584,14:00后入住,1室0厅 1卫0厨,40㎡,12:00前退房,宜住2人,整套普通公寓,36.595552936215825,116.97973861586541,轻奢公寓 影音大床房/环宇城/贵和/宜家,5.0,189,5.0,tujia,5.0,
花园路101号海蔚广场小区,济南,4.4,47,近山师/山大/洪楼,历城区,,17313,如家九号公寓,"个人房东,实名验证",180BTLJ8658,https://www.tujia.com/detail/78762.htm,1350,4.3,78762,14:00后入住,1室0厅 1卫1厨,47㎡,12:00前退房,宜住2人,整套普通公寓,36.690997,117.06912,济南如家公寓一室房艺考生的摇篮,4.4,108,4.4,tujia,4.5,距山师/山大/洪楼直线1.2公里
中国银行ATM(工业南路支行)(未来城),济南,4.4,7,近高新区/奥体中心,历下区,,1850879,【小贝喔】美宿,"个人房东,超赞房东,实名验证",185Alev7826,https://www.tujia.com/detail/7832973.htm,78,4.7,7832973,14:00后入住,1室0厅 1卫0厨,65㎡,12:00前退房,宜住2人,整套酒店式公寓,36.69421991568177,117.14062999999992,【小贝喔】9 高新万达会展奥体复古大床房,4.7,175,4.9,tujia,4.7,距高新区/奥体中心直线953米
恒生艾特公寓(艾特公寓4号楼12楼),济南,5.0,4,近火车站,槐荫区,,1214479,济南高铁西客站、宜家华庭国际公寓,"个人房东,超赞房东,实名验证",135DoEr8865,https://www.tujia.com/detail/9756916.htm,173,5.0,9756916,14:00后入住,1室0厅 1卫0厨,40㎡,12:00前退房,宜住2人,整套普通公寓,36.687913,116.957357,山东国际会展中心附近精品商务大床房,5.0,158,5.0,tujia,5.0,距火车站直线3.2公里
润华经十路路南广场LOMO公馆,济南,0.0,0,近西客站,槐荫区,,6042933,乐梦精品公寓,"个人房东,实名验证",156CJfg1900,https://www.tujia.com/detail/16174509.htm,23,0.0,16174509,13:00后入住,1室0厅 1卫1厨,45㎡,12:00前退房,宜住2人,整套酒店式公寓,36.65657433347732,116.91607911691024,西站，三馆，会展中心，大床房，可做饭03,0.0,168,0.0,tujia,0.0,距西客站直线2.4公里
南益·名泉广场E1座,济南,5.0,8,近火车站,天桥区,,1006002,米莱精品小屋,"个人房东,实名验证",186BImf6795,https://www.tujia.com/detail/1171557.htm,148,5.0,1171557,14:00后入住,1室0厅 1卫0厨,55㎡,12:00前退房,宜住2人（可加1人）,整套普通公寓,36.682606442229655,116.99179722516485,宜家家居撞色格调文艺范吉他房,5.0,178,5.0,tujia,5.0,距火车站直线462米
 未来城-南门(未来城1号公寓),济南,5.0,18,近高新区/奥体中心,历下区,,1850879,【小贝喔】美宿,"个人房东,超赞房东,实名验证",185Alev7826,https://www.tujia.com/detail/4056446.htm,268,5.0,4056446,14:00后入住,1室0厅 1卫0厨,65㎡,12:00前退房,宜住2人（可加1人）,整套酒店式公寓,36.693463,117.139646,【小贝喔】1 高新万达广场会展奥体大床房,5.0,175,5.0,tujia,5.0,距高新区/奥体中心直线851米
 全福立交桥,济南,4.2,9,近北园,历城区,,4983147,启缘驿站,商户经营,132CQHL5897,https://www.tujia.com/detail/16749881.htm,178,4.3,16749881,14:00后入住,1室0厅 1卫1厨,45㎡,12:00前退房,宜住2人,整套普通公寓,36.709508914737626,117.06777264638751,荣盛时代国际大床房可做饭全福立交桥二环东,4.4,138,4.7,tujia,4.4,距北园直线1.8公里
聚贤新区北区3号楼(聚贤北区三号楼),济南,0.0,0,近大明湖/泉城广场/趵突泉,天桥区,,2148442,考拉民宿,"个人房东,超赞房东,实名验证",132AIOn4555,https://www.tujia.com/detail/19790254.htm,2,0.0,19790254,14:00后入住,2室1厅 1卫1厨,65㎡,12:00前退房,宜住1人,整套普通公寓,36.67841149212294,117.01535859083076,考拉十七简约温馨两居室近大明湖,0.0,318,0.0,tujia,0.0,距大明湖/泉城广场/趵突泉直线1.7公里
